Topplista,Titlar,Platform,MetaScore,UserScore,ReleaseDate,Publishers,Developers
662,Saints Row: The Third Remastered,PC,70,6.9,"May 22, 2020",Deep Silver,Sperasoft
663,Immortal Realms: Vampire Wars,PC,70,5.6,"August 28, 2020",Kalypso,Palindrome Interactive
664,Beyond A Steel Sky,PC,70,7.1,"July 16, 2020",Revolution Software,Revolution Software
665,Collection of SaGa: Final Fantasy Legend,Switch,70,NA,"December 15, 2020",Square Enix,Square Enix
666,The Sims 4: Star Wars - Journey to Batuu,PC,70,1.0,"September 8, 2020",Electronic Arts,Maxis
667,Radical Rabbit Stew,PlayStation 4,70,6.8,"July 16, 2020",Sold Out,Pugstorm
668,Namco Museum Archives Vol. 1,Switch,70,NA,"June 18, 2020",Bandai Namco Games,B.B.Studio
669,TT Isle of Man: Ride On The Edge 2,PC,70,7.6,"March 19, 2020",Bigben Interactive,KT Racing
670,Surgeon Simulator 2,PC,70,6.6,"August 27, 2020",Bossa Studios,Bossa Studios
671,Darkestville Castle,Switch,70,NA,"August 13, 2020",Buka Entertainment,Epic llama warchief
672,Banner of the Maid,Switch,70,8.0,"August 12, 2020",CE-Asia,"CE-Asia, Azure Flame Studio"
673,Project CARS 3,PlayStation 4,70,3.6,"August 25, 2020",Bandai Namco Games,Slightly Mad Studios
674,Destroy All Humans!,PlayStation 4,70,7.9,"July 28, 2020",THQ Nordic,Black Forest Games
675,Warriors Orochi 4 Ultimate,PlayStation 4,70,5.3,"February 14, 2020",Koei Tecmo Games,Omega Force
676,Outbuddies DX,Switch,70,7.5,"June 5, 2020",Headup Games,Julian Laufer
677,140,Switch,70,NA,"January 9, 2020",Jeppe Carlsen,Jeppe Carlsen
678,Star Wars Episode I: Racer,Switch,70,7.2,"June 23, 2020",Aspyr,LucasArts
679,Biped,PlayStation 4,70,7.8,"April 8, 2020",NExT Studios,NExT Studios
680,Watch Dogs: Legion,PlayStation 4,70,5.4,"October 29, 2020",Ubisoft,Ubisoft
681,Coffee Talk,PlayStation 4,70,5.7,"January 30, 2020",Toge Productions,Toge Productions
682,The Solitaire Conspiracy,PC,70,7.0,"October 6, 2020",Mike Bithell,Mike Bithell
683,Chronos: Before the Ashes,Xbox One,70,NA,"December 1, 2020",Gunfire Games,Gunfire Games
684,The Outer Worlds: Peril on Gorgon,PlayStation 4,70,6.4,"September 9, 2020",Obsidian Entertainment,Obsidian Entertainment
685,Samurai Jack: Battle Through Time,Switch,70,8.1,"August 21, 2020",Adult Swim,Soleil
686,Evergate,Switch,70,7.7,"August 18, 2020",PQube,Stone Lantern Games
687,The Survivalists,Switch,70,NA,"October 9, 2020",Team17,Team17
688,Crysis Remastered,PC,70,3.6,"September 18, 2020",Crytek,Saber Interactive
689,As Far As The Eye,PC,70,7.0,"September 10, 2020",Unexpected,Unexpected
690,Monster Energy Supercross - The Official Videogame 3,PlayStation 4,70,6.0,"February 4, 2020",Milestone S.r.l,Milestone S.r.l
691,No Straight Roads,PlayStation 4,70,6.7,"August 25, 2020",Sold Out,Metronomik
692,Haven,PlayStation 5,70,6.9,"December 3, 2020",The Game Bakers,The Game Bakers
693,Half Past Fate,Switch,69,NA,"March 12, 2020",Way Down Deep,Serenity Forge
694,Madden NFL 21,Xbox One,69,0.4,"August 25, 2020",Electronic Arts,EA Sports
695,West of Dead,PC,69,6.0,"June 18, 2020",Raw Fury,Upstream Arcade
696,Project CARS 3,Xbox One,69,3.5,"August 3, 2020",Bandai Namco Games,Slightly Mad Studios
697,Ikenfell,PC,69,7.1,"October 8, 2020",Humble Bundle,Happy Ray Games
698,Warsaw,Switch,69,NA,"October 1, 2020",Crunching Koalas,Pixelated Milk
699,Golf With Your Friends,Switch,69,4.5,"May 19, 2020",Team17,Blacklight Interactive
700,One Piece: Pirate Warriors 4,Switch,69,6.8,"March 27, 2020",Bandai Namco Games,Omega Force
701,Fallout 76: Wastelanders,PC,69,6.2,"April 16, 2020",Bethesda Softworks,Bethesda Game Studios
702,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PC,69,8.8,"June 23, 2020",THQ Nordic,Purple Lamp Studios
703,Nickelodeon Kart Racers 2: Grand Prix,Xbox One,69,7.3,"October 6, 2020",GameMill Publishing,"Bamtang, GameMill Entertainment"
704,Darkestville Castle,PlayStation 4,69,NA,"August 13, 2020",Buka Entertainment,Epic llama warchief
705,Pokemon Sword / Shield: The Isle of Armor,Switch,69,5.3,"June 17, 2020",Nintendo,Game Freak
706,Twin Breaker: A Sacred Symbols Adventure,PlayStation 4,69,7.3,"March 24, 2020",Lillymo,Lillymo
707,Captain Tsubasa: Rise of New Champions,PlayStation 4,69,7.3,"August 28, 2020",Bandai Namco Games,"Tamsoft, Bandai Namco Games"
708,Witcheye,Switch,69,NA,"August 27, 2020",Devolver Digital,Moon Kid
709,AO Tennis 2,Xbox One,69,6.9,"February 11, 2020",Bigben Interactive,Big Ant Studios
710,Prinny 1-2: Exploded and Reloaded,Switch,69,NA,"October 13, 2020",NIS America,Nippon Ichi Software
711,Monster Truck Championship,PlayStation 4,69,NA,"October 20, 2020",Bigben Interactive,Teyon
712,The Survivalists,PC,69,5.2,"October 9, 2020",Team17,Team17
713,Metamorphosis,PC,69,8.2,"August 12, 2020",Ovid Works,Ovid Works
714,Edna & Harvey: The Breakout - 10th Anniversary Edition,PlayStation 4,69,NA,"June 17, 2020",Daedalic Entertainment,Daedalic Entertainment
715,Exit the Gungeon,Switch,69,7.0,"March 17, 2020",Devolver Digital,Dodge Roll
716,Raji: An Ancient Epic,Switch,69,7.8,"August 18, 2020",SUPER.COM,Nodding Heads Games
717,9 Monkeys of Shaolin,Switch,69,NA,"October 16, 2020",Buka Entertainment,Sobaka
718,Spinch,Switch,69,8.0,"September 3, 2020",Akupara Games,Queen Bee Games
719,Psikyo Shooting Stars Alpha,Switch,69,6.4,"January 21, 2020",NIS America,Psikyo
720,AO Tennis 2,PlayStation 4,69,6.8,"February 11, 2020",Bigben Interactive,Big Ant Studios
721,SIMULACRA 2,PC,69,8.2,"January 30, 2020",Another Indie,"Kaigan Games OU, Kaigan Games"
722,Tropico 6,Switch,69,NA,"November 6, 2020",Kalypso,Limbic Entertainment
723,NASCAR Heat 5,Xbox One,69,NA,"July 7, 2020",Motorsport Games,704Games
724,Evan's Remains,Switch,69,8.4,"June 11, 2020",Whitethorn Digital,Matias Schmied
725,Fairy Tail,Switch,69,6.6,"July 31, 2020",Koei Tecmo Games,Gust
726,Maid of Sker,PC,69,7.0,"July 28, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
727,Romance of the Three Kingdoms XIV,PlayStation 4,69,6.5,"February 28, 2020",Koei Tecmo Games,Koei Tecmo Games
728,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PlayStation 4,68,9.0,"June 23, 2020",THQ Nordic,Purple Lamp Studios
729,Maneater,PlayStation 4,68,7.3,"May 22, 2020",Deep Silver,"Tripwire Interactive, Blindside Interactive"
730,Hellpoint,Xbox One,68,5.3,"July 30, 2020",tinyBuild,Cradle Games
731,Ninjala,Switch,68,6.6,"June 24, 2020","GungHo Online Entertainment America, Inc.","GungHo Online Entertainment America, Inc."
732,Torchlight III,Xbox One,68,4.1,"October 13, 2020",Perfect World Entertainment,"Echtra Games, Inc."
733,Pokemon Mystery Dungeon: Rescue Team DX,Switch,68,8.2,"March 6, 2020",Nintendo,Spike Chunsoft
734,NBA 2K21,PlayStation 4,68,0.7,"September 4, 2020",2K Games,Visual Concepts
735,Hyper Scape,PC,68,4.3,"August 11, 2020",Ubisoft,Ubisoft Montreal
736,Stela,PC,68,5.8,"March 13, 2020",SkyBox Labs,SkyBox Labs
737,The Shattering,PC,68,7.1,"April 21, 2020",Deck 13,SuperSexySoftware
738,Medal of Honor: Above and Beyond,PC,68,6.6,"December 10, 2020",Electronic Arts,Respawn Entertainment
739,Destroy All Humans!,Xbox One,68,8.1,"July 28, 2020",THQ Nordic,Black Forest Games
740,My Hero One's Justice 2,PlayStation 4,68,4.6,"March 13, 2020",Bandai Namco Games,Bandai Namco Games
741,Mini Motor Racing X,Switch,68,NA,"September 17, 2020",The Binary Mill,The Binary Mill
742,Kill It With Fire,PC,68,NA,"August 13, 2020",Casey Donnellan Games LLC,Casey Donnellan Games LLC
743,Chronos: Before the Ashes,PC,68,6.9,"December 1, 2020",Gunfire Games,Gunfire Games
744,Curious Expedition,Switch,68,NA,"April 2, 2020",Thunderful,Maschinen-Mensch
745,GORN,PlayStation 4,68,5.0,"May 19, 2020",Devolver Digital,Free Lives
746,Serious Sam 4,PC,68,7.1,"September 24, 2020",Devolver Digital,Croteam
747,Foregone,Switch,68,7.2,"October 13, 2020",Big Blue Bubble Inc.,Big Blue Bubble Inc.
748,Star Wars Jedi Knight: Jedi Academy,Switch,68,5.1,"March 26, 2020",Aspyr,Aspyr
749,Snack World: The Dungeon Crawl Gold,Switch,68,7.5,"February 14, 2020",Level 5,Level 5
750,Marvel's Avengers,PC,68,3.0,"September 4, 2020",Square Enix,"Crystal Dynamics, Eidos Montreal"
751,Golf With Your Friends,Xbox One,68,4.9,"May 19, 2020",Team17,Blacklight Interactive
752,The Blind Prophet,PC,68,7.2,"February 5, 2020",ARS GOETIA,ARS GOETIA
753,The Signifier,PC,68,7.1,"October 15, 2020",Raw Fury,Playmestudio
754,Doraemon: Story of Seasons,PlayStation 4,68,NA,"September 4, 2020",Bandai Namco Games,Brownies
755,Darius Cozmic Collection: Console,PlayStation 4,68,NA,"June 16, 2020",ININ Games,M2
756,Rocket Arena,PlayStation 4,68,4.5,"July 14, 2020",Electronic Arts,Final Strike Games
757,The Last Blade: Beyond the Destiny,Switch,68,NA,"October 28, 2020",SNK Corporation,"Code Mystics Inc., SNK Corporation"
758,Red Wings: Aces of the Sky,Switch,68,7.3,"May 21, 2020",All in! Games,All in! Games
759,Othercide,Xbox One,68,6.1,"July 28, 2020",Focus Home Interactive,Lightbulb Crew
760,Daymare: 1998,Xbox One,68,7.3,"April 28, 2020",Invader Studios,Invader Studios
761,Project CARS 3,PC,68,3.1,"August 28, 2020",Bandai Namco Games,Slightly Mad Studios
762,Exit the Gungeon,PC,68,7.3,"March 17, 2020",Devolver Digital,Dodge Roll
763,Fledgling Heroes,Switch,68,NA,"May 7, 2020",Subtle Boom,Subtle Boom
764,TERROR SQUID,Switch,68,NA,"October 15, 2020",Apt Games,Apt Games
765,Warhammer: Chaosbane,PlayStation 5,68,NA,"November 12, 2020",Bigben Interactive,Games Workshop
766,Port Royale 4,PC,68,5.4,"September 25, 2020",Kalypso,Gaming Minds Studios
767,Ageless,Switch,68,NA,"July 28, 2020",Team17,One More Dream Studios
768,The Complex,Xbox One,68,6.8,"March 31, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
769,Speaking Simulator,Switch,68,NA,"January 30, 2020",Affable Games,Affable Games
770,Milky Way Prince: The Vampire Star,PC,67,NA,"August 13, 2020",Santa Ragione,Lorenzo Redaelli
771,Namco Museum Archives Vol. 2,Switch,67,NA,"June 18, 2020",Bandai Namco Games,B.B.Studio
772,Katana Kami: A Way of the Samurai Story,PlayStation 4,67,7.1,"February 20, 2020",Spike Chunsoft,Acquire
773,The Almost Gone,PC,67,NA,"June 25, 2020",Playdigious,Happy Volcano
774,Port Royale 4,PlayStation 4,67,NA,"September 25, 2020",Kalypso,Gaming Minds Studios
775,Marvel's Avengers,PlayStation 4,67,5.0,"September 1, 2020",Square Enix,"Crystal Dynamics, Eidos Montreal"
776,Marvel's Avengers,Xbox One,67,3.7,"September 1, 2020",Square Enix,"Crystal Dynamics, Eidos Montreal"
777,Chronos: Before the Ashes,PlayStation 4,67,5.1,"December 1, 2020",Gunfire Games,Gunfire Games
778,"Warhammer 40,000: Mechanicus",PlayStation 4,67,6.5,"July 17, 2020",Kalypso,Bulwark Studios
779,Hotel Sowls,Switch,67,NA,"July 30, 2020",Cyberfront Korea Corp,Studio Sott
780,Giraffe and Annika,PC,67,6.3,"February 17, 2020",Unties,Atelier Mimina
781,NBA 2K21,Xbox One,67,1.8,"September 4, 2020",2K Games,Visual Concepts
782,Ministry of Broadcast,PC,67,7.5,"January 30, 2020",Hitcents,"Homeless Unicorn, Ministry of Broadcast Studios"
783,The Dark Pictures - Little Hope,Xbox One,67,7.0,"October 30, 2020",Bandai Namco Games,Supermassive Games
784,Help Will Come Tomorrow,PC,67,7.1,"April 21, 2020",Klabater,Arclight Creations
785,Psikyo Shooting Stars Bravo,Switch,67,NA,"February 18, 2020",NIS America,Psikyo
786,Samurai Jack: Battle Through Time,PlayStation 4,67,7.7,"August 21, 2020",Adult Swim,Soleil
787,Disintegration,Xbox One,67,6.2,"June 16, 2020",Private Division,V1 Interactive
788,The Dark Crystal: Age of Resistance Tactics,PC,67,6.1,"February 4, 2020",En Masse Entertainment,BonusXP
789,Twin Mirror,PC,67,5.6,"December 1, 2020",Bandai Namco Games,DONTNOD Entertainment
790,Pac-Man: Mega Tunnel Battle,Stadia,67,NA,"November 17, 2020",Bandai Namco Games,Bandai Namco Games
791,Aquanox Deep Descent,PC,66,7.6,"October 16, 2020",Nordic Games Publishing,Digital Arrow
792,Vader Immortal: A Star Wars VR Series,PlayStation 4,66,5.3,"August 25, 2020",Disney Interactive Studios,ILMxLab
793,Potata: Fairy Flower,Switch,66,7.6,"June 6, 2020",Potata Company,OverGamez
794,EQQO,Switch,66,5.7,"February 7, 2020",Nakana.io,Parallel Studio
795,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Switch,66,8.6,"June 23, 2020",THQ Nordic,Purple Lamp Studios
796,Peaky Blinders: Mastermind,Switch,66,NA,"August 20, 2020",Curve Digital,FuturLab
797,Crysis Remastered,Switch,66,8.1,"July 23, 2020",Crytek,Saber Interactive
798,Darius Cozmic Collection: Console,Switch,66,NA,"June 16, 2020",ININ Games,"M2, ININ Games"
799,Battletoads,PC,66,5.1,"August 20, 2020",Rare Ltd.,"Rare Ltd., Dlala Studios"
800,Fitness Boxing 2: Rhythm & Exercise,Switch,66,6.1,"December 4, 2020",Nintendo,"Nintendo, Imagineer Co.,Ltd."
801,Fairy Tail,PC,66,5.2,"July 15, 2020",Koei Tecmo Games,Gust
802,Night Call,Switch,66,NA,"June 24, 2020",Raw Fury,BlackMuffin Studio
803,Kingdom Hearts III - Re Mind,PlayStation 4,66,6.1,"January 23, 2020",Square Enix,Square Enix
804,Close to the Sun,PC,66,5.1,"May 5, 2020",Wired Productions,Storm in a Teacup
805,Skully,Xbox One,66,NA,"August 4, 2020",Modus Games,Finish Line Games
806,Mafia II: Definitive Edition,Xbox One,66,6.2,"May 19, 2020",2K Games,Hangar 13
807,Wallachia: Reign of Dracula,Switch,66,NA,"October 29, 2020",Pixelheart,Migami Games
808,Dustoff Z,Xbox One,66,NA,"October 15, 2020",Zordix,Invictus
809,Bleeding Edge,Xbox One,66,6.2,"March 24, 2020",Microsoft,Ninja Theory
810,Someday You'll Return,PC,66,8.1,"May 5, 2020",CBE software,CBE software
811,The Outer Worlds,Switch,66,5.2,"June 5, 2020",Private Division,Obsidian Entertainment
812,Company of Crime,PC,66,NA,"August 7, 2020",1C Entertainment,Resistance Games
813,Monster Truck Championship,Xbox One,66,NA,"October 20, 2020",Maximum Games,Teyon
814,Warborn,Switch,66,NA,"June 12, 2020",PQube,Raredrop Games Ltd
815,Ash of Gods: Redemption,PlayStation 4,65,7.4,"January 31, 2020",Buka Entertainment,AurumDust
816,Kirby Fighters 2,Switch,65,7.9,"September 23, 2020",Nintendo,"Nintendo, HAL Labs"
817,My Hero One's Justice 2,Xbox One,65,5.0,"March 13, 2020",Bandai Namco Games,Bandai Namco Games
818,Windbound,Xbox One,65,6.2,"August 28, 2020",Deep Silver,5 Lives Studios
819,Transient,PC,65,6.2,"October 28, 2020",Iceberg Interactive,Stormling Studios
820,Ever Forward,PC,65,7.3,"August 13, 2020",Pathea Games,Pathea Games
821,Ultracore,Switch,65,NA,"June 23, 2020",ININ Games,Strictly Limited Games
822,My Hero One's Justice 2,Switch,65,6.4,"March 13, 2020",Bandai Namco Games,Bandai Namco Games
823,Might & Magic: Chess Royale,PC,65,3.4,"January 30, 2020",Ubisoft,Ubisoft
824,SELF,Switch,65,NA,"January 16, 2020",indienova,doBell
825,AO Tennis 2,PC,65,7.8,"January 9, 2020",Bigben Interactive,Big Ant Studios
826,Cobra Kai: The Karate Kid Saga Continues,PlayStation 4,65,5.8,"October 27, 2020",GameMill Entertainment,"GameMill Entertainment, Flux Game Studio"
827,Night Call,Xbox One,65,5.3,"June 24, 2020",Raw Fury,BlackMuffin Studio
828,Torchlight III,PC,65,3.1,"October 13, 2020",Perfect World Entertainment,"Echtra Games, Inc."
829,198X,Switch,65,7.0,"January 23, 2020",8-4,Hi-Bit Studios
830,Skelattack,PlayStation 4,65,6.5,"June 2, 2020",Konami,Ukuza
831,Struggling,PC,65,6.3,"August 27, 2020",Chasing Rats Games,Chasing Rats Games
832,Dead or School,Switch,65,7.1,"March 13, 2020",Marvelous AQL,Studio Nanafushi
833,The Falconeer,Xbox Series X,64,5.2,"November 10, 2020",Wired Productions,Tomas Sala
834,AO Tennis 2,Switch,64,7.0,"February 11, 2020",Bigben Interactive,Big Ant Studios
835,Cloudpunk,PlayStation 4,64,6.8,"October 15, 2020",Merge Games,ION LANDS
836,Rock of Ages 3: Make & Break,PlayStation 4,64,6.3,"July 21, 2020",Modus Games,ACE Team
837,Foregone,PlayStation 4,64,NA,"October 5, 2020",Big Blue Bubble Inc.,Big Blue Bubble Inc.
838,Pokemon Cafe Mix,Switch,64,7.7,"June 23, 2020",Nintendo,The Pokemon Company
839,Treachery in Beatdown City,PC,64,NA,"March 30, 2020",Nuchallenger,Nuchallenger
840,Empire of Sin,PC,64,3.8,"December 1, 2020",Paradox Interactive,Romero Games Ltd.
841,Orwell's Animal Farm,PC,64,NA,"December 10, 2020",The Dairymen,Nerial
842,Windbound,PlayStation 4,64,5.1,"August 28, 2020",5 Lives Studios,5 Lives Studios
843,The Red Lantern,Switch,64,5.2,"October 22, 2020",Timberline Studio,Timberline Studio
844,Bite the Bullet,Xbox One,64,NA,"August 14, 2020",Graffiti Games,Mega Cat Studios
845,Maid of Sker,PlayStation 4,64,6.1,"July 28, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
846,Dr. Kawashima's Brain Training for Nintendo Switch,Switch,64,5.9,"January 3, 2020",Nintendo,Nintendo
847,Urban Trial Tricky,Switch,64,7.8,"June 25, 2020",Tate Multimedia,Tate Multimedia
848,Corruption 2029,PC,64,6.0,"February 17, 2020",The Bearded Ladies Consulting,The Bearded Ladies Consulting
849,Spirit of the North: Enhanced Edition,PlayStation 5,64,NA,"November 26, 2020",Merge Games,Infuse Studio
850,Rock of Ages 3: Make & Break,Switch,64,NA,"July 21, 2020",Modus Games,ACE Team
851,Infliction: Extended Cut,PlayStation 4,64,5.8,"February 25, 2020",Blowfish Studios,Caustic Reality
852,Resident Evil: Resistance,PlayStation 4,64,3.8,"April 3, 2020",Capcom,"Capcom, NeoBards Entertainment"
853,Peaky Blinders: Mastermind,PlayStation 4,64,4.4,"August 20, 2020",Curve Digital,FuturLab
854,Moons of Madness,Xbox One,64,NA,"March 24, 2020",Funcom,"Rock Pocket Games, Dreamloop Games"
855,Onee Chanbara ORIGIN,PC,64,NA,"October 14, 2020",D3Publisher,Tamsoft
856,Hellpoint,PC,64,6.3,"July 30, 2020",tinyBuild,Cradle Games
857,Georifters,Switch,64,NA,"September 18, 2020",Another Indie,Busy Toaster
858,Vampire: The Masquerade - Shadows of New York,PC,64,6.2,"September 10, 2020",Draw Distance,Draw Distance
859,Summer in Mara,PC,63,8.2,"June 16, 2020",Chibig,Chibig
860,Fallout 76: Wastelanders,PlayStation 4,63,6.3,"April 14, 2020",Bethesda Softworks,Bethesda Game Studios
861,Moons of Madness,PlayStation 4,63,4.6,"March 24, 2020",Funcom,"Rock Pocket Games, Dreamloop Games"
862,Panzer Dragoon,Switch,63,7.5,"March 26, 2020",Sega,"Forever Entertainment, MegaPixel Studio"
863,The Suicide of Rachel Foster,PC,63,7.2,"February 19, 2020",Daedalic Entertainment,"101%, ONEOONE GAMES"
864,Skully,PlayStation 4,63,NA,"August 4, 2020",Modus Games,Finish Line Games
865,TT Isle of Man: Ride On The Edge 2,Switch,63,6.5,"May 14, 2020",Bigben Interactive,KT Racing
866,What Happened,PC,63,7.2,"July 30, 2020",KATNAPPE SP. Z O. O.,Genius Slackers
867,Maid of Sker,Xbox One,63,7.1,"July 28, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
868,The Flower Collectors,PC,63,6.0,"April 21, 2020",Mi'pu'mi Games,Mi'pu'mi Games
869,Cat Girl Without Salad: Amuse-Bouche,Switch,63,NA,"April 1, 2020",WayForward,WayForward
870,Windbound,Switch,63,7.3,"August 28, 2020",Deep Silver,5 Lives Studios
871,Torchlight III,Switch,63,8.1,"October 22, 2020",Perfect World Entertainment,"Echtra Games, Inc."
872,Mosaic,Switch,63,NA,"January 23, 2020",Raw Fury,Krillbite Studio
873,NASCAR Heat 5,PlayStation 4,63,3.8,"July 7, 2020",704Games,704Games
874,Save Koch,Switch,63,6.6,"March 6, 2020",OverGamez,Wooden Monkeys
875,Stela,Switch,63,5.8,"March 13, 2020",SkyBox Labs,SkyBox Labs
876,Madden NFL 21,PlayStation 4,63,0.2,"August 25, 2020",Electronic Arts,EA Sports
877,OVERPASS,Xbox One,63,5.5,"March 17, 2020",Bigben Interactive,Zordix Racing
878,Hunting Simulator 2,Xbox One,63,5.3,"June 30, 2020",Maximum Games,Maximum Games
879,Fire Emblem: Shadow Dragon & the Blade of Light,Switch,63,7.7,"December 4, 2020",Nintendo,Intelligent Systems
880,Bookbound Brigade,PC,63,NA,"January 30, 2020",IntraGames,Digital Tales
881,Bookbound Brigade,Switch,62,NA,"January 30, 2020",IntraGames,Digital Tales
882,Hyper Scape,PlayStation 4,62,5.4,"August 11, 2020",Ubisoft,Ubisoft Montreal
883,OVERPASS,PC,62,5.4,"February 27, 2020",Bigben Interactive,Zordix Racing
884,Lost Ember,Switch,62,NA,"September 24, 2020",Mooneye Studios,Mooneye Studios
885,The Falconeer,Xbox One,62,4.6,"November 10, 2020",Wired Productions,Tomas Sala
886,Disintegration,PC,62,6.0,"June 15, 2020",Private Division,V1 Interactive
887,Wavey The Rocket,PC,62,NA,"May 7, 2020",UpperRoom Games Ltd,UpperRoom Games Ltd
888,Namco Museum Archives Vol. 1,PlayStation 4,62,NA,"June 18, 2020",Bandai Namco Games,B.B.Studio
889,Bleeding Edge,PC,62,5.3,"March 24, 2020",Xbox Game Studios,Ninja Theory
890,Space Crew,Switch,62,NA,"October 15, 2020",Curve Digital,Runner Duck
891,Torchlight III,PlayStation 4,62,3.2,"October 13, 2020",Perfect World Entertainment,"Echtra Games, Inc."
892,Predator: Hunting Grounds,PC,62,5.2,"April 24, 2020",Sony Interactive Entertainment,IllFonic
893,The Complex,PC,62,7.4,"March 31, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
894,Drawn to Life: Two Realms,PC,61,NA,"December 7, 2020",505 Games,Digital Continue
895,Tannenberg,PlayStation 4,61,NA,"July 24, 2020",Blackmill Games,M2H
896,Godfall,PlayStation 5,61,4.9,"November 12, 2020",Gearbox Publishing,Counterplay Games
897,Skully,Switch,61,7.5,"August 4, 2020",Modus Games,Finish Line Games
898,Hellbound,PC,61,6.4,"August 4, 2020",Saibot Studios,Saibot Studios
899,Seven Knights -Time Wanderer-,Switch,61,NA,"November 5, 2020",Netmarble Games Corp.,Netmarble Games Corp.
900,Twin Mirror,Xbox One,61,4.6,"December 1, 2020",Bandai Namco Games,DONTNOD Entertainment
901,Wizardry: Labyrinth of Lost Souls,PC,61,NA,"January 15, 2020",XSEED Games,Acquire
902,Infini,Switch,61,8.2,"July 3, 2020",Nakana.io,Barnaque
903,The Walking Dead Onslaught,PlayStation 4,61,6.8,"September 29, 2020",Survios,Survios
904,Giraffe and Annika,Switch,61,NA,"August 25, 2020",NIS America,Atelier Mimina
905,Tour de France 2020,PlayStation 4,61,4.6,"June 4, 2020",Nacon,Cyanide
906,Godfall,PC,61,3.8,"November 19, 2020",Gearbox Publishing,Counterplay Games
907,Skully,PC,61,NA,"August 4, 2020",Modus Games,Finish Line Games
908,Cyberpunk 2077,Xbox One,61,4.8,"December 10, 2020",Microsoft Game Studios,"CD Projekt Red Studio, CD Projekt"
909,Zoids Wild: Blast Unleashed,Switch,61,NA,"October 16, 2020",Outright Games,Takara Tomy
910,Cobra Kai: The Karate Kid Saga Continues,Xbox One,60,5.8,"October 27, 2020",GameMill Entertainment,"GameMill Entertainment, Flux Game Studio"
911,WWE 2K Battlegrounds,PlayStation 4,60,5.6,"September 18, 2020",2K Games,Saber Interactive
912,Final Fantasy Crystal Chronicles: Remastered Edition,Switch,60,4.2,"August 27, 2020",Square Enix,Square Enix
913,Fight Crab,PC,60,7.3,"July 29, 2020",Playism,"Nussoft, Calappa Games"
914,The Complex,PlayStation 4,60,5.6,"March 31, 2020",Wales Interactive Ltd.,Wales Interactive Ltd.
915,Conglomerate 451,PC,60,5.2,"February 21, 2020",1C Entertainment,RuneHeads
916,Twin Mirror,PlayStation 4,60,4.1,"December 1, 2020",Bandai Namco Games,DONTNOD Entertainment
917,Windbound,PC,60,4.6,"August 28, 2020",Deep Silver,5 Lives Studios
918,Dead or School,PlayStation 4,60,5.1,"March 13, 2020",Marvelous Inc.,Studio Nanafushi
919,Disintegration,PlayStation 4,60,4.7,"June 16, 2020",Private Division,V1 Interactive
920,Peaky Blinders: Mastermind,PC,60,6.9,"August 20, 2020",Curve Digital Games,FuturLab
921,Wolcen: Lords of Mayhem,PC,60,5.6,"February 13, 2020",Wolcen Studio,Wolcen Studio
922,Gigantosaurus: The Game,Switch,60,NA,"March 27, 2020",Outright Games,Cyber Group Studios
923,Kandagawa Jet Girls,PlayStation 4,60,6.3,"August 18, 2020",XSEED Games,Honey Parade Games
924,Commandos 2 HD Remaster,PC,60,2.4,"January 24, 2020",Kalypso,Yippee Entertainment LTD
925,Separation,PlayStation 4,59,4.5,"March 4, 2020",Recluse Industries,Recluse Industries
926,Crysis Remastered,Xbox One,59,4.8,"September 18, 2020",Crytek,Saber Interactive
927,Ary and the Secret of Seasons,PC,59,4.6,"September 1, 2020",Modus Games,Exiin
928,The Dark Crystal: Age of Resistance Tactics,Switch,59,7.1,"February 4, 2020",En Masse Entertainment,BonusXP
929,Blair Witch,Switch,59,6.8,"June 25, 2020",Bloober Team,Bloober Team
930,Final Fantasy Crystal Chronicles: Remastered Edition,PlayStation 4,59,4.8,"August 27, 2020",Square Enix,Square Enix
931,Sisters Royale: Five Sisters Under Fire,Switch,59,NA,"January 30, 2020",Chorus Worldwide,"Alfa System, Alpha System"
932,Warcraft III: Reforged,PC,59,0.6,"January 28, 2020",character(0),Blizzard Entertainment
933,Hellpoint,PlayStation 4,59,6.4,"July 30, 2020",tinyBuild,Cradle Games
934,One Punch Man: A Hero Nobody Knows,Xbox One,59,3.3,"February 28, 2020",Bandai Namco Games,Bandai Namco Games
935,Drug Dealer Simulator,PC,59,6.7,"April 16, 2020",Movie Games S.A.,Byterunners Game Studio
936,Skater XL,Xbox One,59,4.4,"July 28, 2020",Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd
937,Summer in Mara,Switch,59,7.4,"June 16, 2020",Chibig,Chibig
938,The Academy: The First Riddle,PC,59,NA,"June 19, 2020",Snapbreak Games AB,Pine Studio
939,Warlander,PC,59,NA,"February 26, 2020",Clock Drive Games,Clock Drive Games
940,Spirit of the North,Switch,59,6.9,"May 7, 2020",Merge Games,Infuse Studio
941,Liberated,Switch,59,6.8,"June 2, 2020",Walkabout Games,Atomic Wolf
